iter	Logloss
146	0.4733518639
147	0.473274302
148	0.4731411085
149	0.4730951753
150	0.4730080919
151	0.4729088957
152	0.4727868389
153	0.4727047692
154	0.4726096944
155	0.4725338348
156	0.4723702237
157	0.4722851133
158	0.4721844869
159	0.4721264833
160	0.4719843557
161	0.4719069102
162	0.4718260876
163	0.4716852095
164	0.4716073063
165	0.4715426533
166	0.4714616824
167	0.4713701007
168	0.4713085777
169	0.4710879616
170	0.4709894245
171	0.4708586876
172	0.4708061037
173	0.4707127635
174	0.4705814932
175	0.4704750765
176	0.4703965046
177	0.4703072992
178	0.4702537978
179	0.4701689506
180	0.4699822757
181	0.4699288863
182	0.4698544744
183	0.4698169204
184	0.4696621497
185	0.4695824448
186	0.4695296711
187	0.4693725238
188	0.4693036847
189	0.4692115319
190	0.4691242261
191	0.469065223
192	0.4690005716
193	0.4689247736
194	0.4688695383
195	0.4688394572
196	0.4687644631
197	0.468698601
198	0.4685995251
199	0.4685161643
200	0.4684161899
201	0.4683119649
202	0.4682601321
203	0.4682045514
204	0.468080453
205	0.4680223517
206	0.467951801
207	0.4678834299
208	0.467808965
209	0.4677552865
210	0.4677073179
211	0.4676541282
212	0.4676107534
213	0.467461117
214	0.4673786946
215	0.4673071511
216	0.467206739
217	0.4671501947
218	0.4670746905
219	0.4670147586
220	0.4669387899
221	0.4668780663
222	0.4668080246
223	0.4667528583
224	0.4666746406
225	0.4666221481
226	0.4665832303
227	0.4665236595
228	0.4664469912
229	0.4664101582
230	0.4663649741
231	0.4662692044
232	0.4661992827
233	0.4661381402
234	0.4660436375
235	0.4659908217
236	0.4659417641
237	0.4658750617
238	0.4657532825
239	0.465693792
240	0.4656305386
241	0.4655572779
242	0.4654998433
243	0.4654699981
244	0.4654168341
245	0.4653047975
246	0.4652416004
247	0.4651980187
248	0.4651233457
249	0.4649870928
250	0.4648836498
251	0.4648264056
252	0.4647647306
253	0.4647067817
254	0.4646250511
255	0.4645921149
256	0.4645153595
257	0.4644727199
258	0.4644119631
259	0.4643675283
260	0.4643242109
261	0.4642752517
262	0.4642171584
263	0.4641699942
264	0.4641313345
265	0.4640758484
266	0.4639755182
267	0.4639013793
268	0.4638554184
269	0.463780939
270	0.4637136246
271	0.4636597678
272	0.4636079156
273	0.4635118931
274	0.4634513772
275	0.4633964689
276	0.4633296532
277	0.4632752405
278	0.463222317
279	0.4631237238
280	0.4630570186
281	0.4630278678
282	0.4629206612
283	0.4628793912
284	0.462792273
285	0.4627429848
286	0.4626368123
287	0.462602522
288	0.4625393538
289	0.4624778176
290	0.4624175125
291	0.4623745962
292	0.4623175451
293	0.4622801899
294	0.4622306108
295	0.4621965643
296	0.4621563179
297	0.4621086295
298	0.4620466457
299	0.4620054303
300	0.461947841
301	0.4618682995
302	0.4618190131
303	0.4617796904
304	0.4617247862
305	0.4616590871
306	0.4615858809
307	0.4615207664
308	0.4614686845
309	0.461415821
310	0.4613594371
311	0.4612815081
312	0.4611912911
313	0.4611274276
314	0.4610821848
315	0.4610286392
316	0.4610053354
317	0.4609688456
318	0.4608938031
319	0.4608559149
320	0.4607389744
321	0.4607039274
322	0.4606654
323	0.4605967064
324	0.4605595157
325	0.4605124505
326	0.4604254469
327	0.4603866895
328	0.4603240599
329	0.4602818082
330	0.4602046444
331	0.460142024
332	0.4600967534
333	0.4600621316
334	0.460016437
335	0.4599766048
336	0.4599481513
337	0.459866958
338	0.459802975
339	0.4597168706
340	0.4596686349
341	0.459643302
342	0.4596009463
343	0.4595586581
344	0.4595277765
345	0.4594930054
346	0.4594498232
347	0.4594104528
348	0.4593494202
349	0.4592891016
350	0.4592077561
351	0.4591530391
352	0.4591201747
353	0.4590927097
354	0.4590278705
355	0.4589869133
356	0.4589274717
357	0.4588875943
358	0.4588070091
359	0.4587696879
360	0.4587389046
361	0.4586628089
362	0.4586165406
363	0.4585828664
364	0.4585405908
365	0.4584820828
366	0.4584353025
367	0.4583203632
368	0.4582692217
369	0.4582256088
370	0.4582103776
371	0.4581796194
372	0.4581480656
373	0.4581050123
374	0.4580510977
375	0.4580228473
376	0.4579766481
377	0.4579452362
378	0.4579069238
379	0.4578882166
380	0.4578585209
381	0.4578002175
382	0.4577535603
383	0.4577040341
384	0.4576454073
385	0.4576113581
386	0.457579177
387	0.4575503597
388	0.457524436
389	0.4574886835
390	0.4574657041
391	0.457419025
392	0.4573620325
393	0.4572956723
394	0.4572536042
395	0.4572058731
396	0.4571724279
397	0.4570960295
398	0.4570079954
399	0.4569508092
400	0.4569128553
401	0.4568782949
402	0.4568529042
403	0.4568157908
404	0.4567804919
405	0.4567299557
406	0.4567028685
407	0.4566776944
408	0.456636192
409	0.4565740079
410	0.4565190419
411	0.456499721
412	0.4564369581
413	0.4563986256
414	0.4563602876
415	0.4563475707
416	0.4563216419
417	0.4562924632
418	0.4562453186
419	0.4562123669
420	0.4561567216
421	0.4560629001
422	0.456018205
423	0.4559573866
424	0.4559263243
425	0.4558858344
426	0.4557922692
427	0.4557317797
428	0.4556571154
429	0.4556216844
430	0.4555714557
431	0.4555445781
432	0.455485475
433	0.4554348194
434	0.4553986957
435	0.4553619645
436	0.4552902142
437	0.4552394507
438	0.4552256509
439	0.4552024025
440	0.4551353386
441	0.4551136104
442	0.455076749
443	0.4550097901
444	0.4549582393
445	0.4549112524
446	0.4548707129
447	0.4548344177
448	0.4547928562
449	0.4547515017
450	0.454716219
451	0.4546750133
452	0.4546423039
453	0.4546100551
454	0.4545669806
455	0.4544787561
456	0.4543963798
457	0.4543749882
458	0.4543206577
459	0.4542842517
460	0.4542541541
461	0.4542181521
462	0.4541823156
463	0.4541508224
464	0.4541129777
465	0.4540483118
466	0.4539746376
467	0.4539298702
468	0.4538824257
469	0.4538401372
470	0.4538042563
471	0.4537562113
472	0.4536933725
473	0.4536585676
474	0.4536306306
475	0.4535625864
476	0.4535430802
477	0.4535146879
478	0.4534830662
479	0.453451927
480	0.4534273058
481	0.4533691632
482	0.4533222459
483	0.4532737755
484	0.4532095496
485	0.4531344568
486	0.4531159539
487	0.4530795832
488	0.4530576594
489	0.4530130226
490	0.4529699001
491	0.4529458606
492	0.4528790552
493	0.452802891
494	0.4527717315
495	0.4527489217
496	0.4527056861
497	0.4526944876
498	0.4526551627
499	0.4526349853
500	0.452599609
501	0.4525519748
502	0.4525240589
503	0.4524872808
504	0.452442132
505	0.4523675304
506	0.4523320036
507	0.4523027851
508	0.4522402589
509	0.4521818852
510	0.4521493172
511	0.4521025212
512	0.4520825514
513	0.4520560303
514	0.4520163809
515	0.451925923
516	0.4519004192
517	0.4518501665
518	0.45180908
519	0.451743363
520	0.451694501
521	0.4516591778
522	0.4516134667
523	0.4515732859
524	0.4515423739
525	0.4515139533
526	0.4514630013
527	0.4514342111
528	0.4513530767
529	0.4513046472
530	0.4512864334
531	0.4512560549
532	0.4512163439
533	0.4511666628
534	0.4511331648
535	0.4511155207
536	0.45106697
537	0.4510310801
538	0.4509994102
539	0.4509700766
540	0.4509504159
541	0.4508867236
542	0.450814153
543	0.4507860047
544	0.4507405614
545	0.4506953409
546	0.4506345735
547	0.4506007269
548	0.4505543935
549	0.4504984224
550	0.4504633874
551	0.4504302783
552	0.4503599412
553	0.4503253032
554	0.4502643826
555	0.4502307184
556	0.4501894216
557	0.4501637315
558	0.4501304928
559	0.450097325
560	0.4500648938
561	0.4500334694
562	0.4500221854
563	0.449973466
564	0.4499465962
565	0.4499305207
566	0.4498973966
567	0.449875579
568	0.4498462745
569	0.4497959333
570	0.4497849351
571	0.4497597232
572	0.4497051063
573	0.4496736775
574	0.449635843
575	0.4495856246
576	0.4495265277
577	0.4494557227
578	0.4494360244
579	0.4493721366
580	0.4493264281
581	0.4492807708
582	0.4492370352
583	0.4492035074
584	0.4491691869
585	0.4491387219
586	0.4491116572
587	0.4490878353
588	0.4490674813
589	0.449036808
590	0.4489778403
591	0.4489368634
592	0.4488752375
593	0.4488448747
594	0.4488311382
595	0.4487951475
596	0.4487706519
597	0.4487365109
598	0.4487032021
599	0.4486691401
600	0.4486330718
601	0.4486100807
602	0.4485669825
603	0.4485238301
604	0.4484795477
605	0.4484501162
606	0.4484192884
607	0.4484057054
608	0.4483568516
609	0.4483324244
610	0.4482912327
611	0.4482745475
612	0.4482271114
613	0.4481806448
614	0.4481294525
615	0.4480994904
616	0.448076096
617	0.448055606
618	0.4480157596
619	0.4479666491
620	0.4479521712
621	0.4479385512
622	0.4478933003
623	0.4478682653
624	0.4478552315
625	0.4478190028
626	0.4477948569
627	0.4477200085
628	0.4476999729
629	0.4476688137
630	0.4476504772
631	0.4476187258
632	0.4475925828
633	0.4475469703
634	0.4475207537
635	0.4475015091
636	0.4474767863
637	0.4474684034
638	0.4474403268
639	0.4474027243
640	0.447354461
641	0.4472804687
642	0.4472225125
643	0.4471855111
644	0.4471124356
645	0.4470798125
646	0.44704049
647	0.4470173465
648	0.4469623173
649	0.4469064298
650	0.4468708378
651	0.4468130942
652	0.4467930784
653	0.446769033
654	0.446725782
655	0.4466871054
656	0.4466548868
657	0.446624913
658	0.4465876542
659	0.4465707341
660	0.4465543032
661	0.4465308319
662	0.4464966304
663	0.446463223
664	0.4463774947
665	0.4463557259
666	0.4463252754
667	0.4462828734
668	0.4462524236
669	0.4462397806
670	0.4462048387
671	0.4461638431
672	0.4461329967
673	0.4460782126
674	0.4460313832
675	0.4460233257
676	0.4459525855
677	0.4459309755
678	0.4459015643
679	0.4458254251
680	0.4458077017
681	0.4457715789
682	0.4457253884
683	0.4457040525
684	0.4456621796
685	0.4456152795
686	0.4455895718
687	0.4455529216
688	0.445481175
689	0.4454390115
690	0.4454134965
691	0.4453833168
692	0.4453484887
693	0.4453057951
694	0.4452603066
695	0.4452241527
696	0.445195105
697	0.4451708812
698	0.4451235204
699	0.4451056158
700	0.4450884339
701	0.4450653575
702	0.4450209308
703	0.4449585053
704	0.4449102292
705	0.4448623272
706	0.4448071909
707	0.4447826589
708	0.4447549978
709	0.4447138953
710	0.4446881125
711	0.4446483442
712	0.4446159817
713	0.4445681124
714	0.444552424
715	0.4445133884
716	0.4444873997
717	0.4444613246
718	0.4444359967
719	0.444398519
720	0.4443861314
721	0.4443523029
722	0.4442935291
723	0.4442773527
724	0.444239958
725	0.4442195558
726	0.4441877351
727	0.4441495305
728	0.4441235544
729	0.4440985622
730	0.4440876512
731	0.4440529122
732	0.4440282633
733	0.4439884285
734	0.443927659
735	0.4438880001
736	0.4438553219
737	0.4438198223
738	0.443781827
739	0.443738328
740	0.4437137231
741	0.4436575308
742	0.4436054406
743	0.4435713676
744	0.4435351824
745	0.4435154123
746	0.4434943214
747	0.4434505706
748	0.4434157312
749	0.4434059754
750	0.4433630772
751	0.4433460766
752	0.4433069784
753	0.4432842565
754	0.443228063
755	0.4431810508
756	0.4431351682
757	0.4431017983
758	0.4430822191
759	0.4430640158
760	0.4430394279
761	0.4429933352
762	0.4429473677
763	0.4429308552
764	0.4429027946
765	0.4428804712
766	0.4428695446
767	0.4428458188
768	0.442803003
769	0.4427712813
770	0.4427228999
771	0.4426762002
772	0.4426112608
773	0.4425923965
774	0.4425792622
775	0.4425462275
776	0.442501372
777	0.442484946
778	0.442465628
779	0.4424409667
780	0.4423994079
781	0.4423815967
782	0.4423167487
783	0.4422950074
784	0.4422199168
785	0.4421826651
786	0.4421547062
787	0.4421097985
788	0.4420879927
789	0.4420537043
790	0.4420104444
791	0.441965369
792	0.4419555435
793	0.4418915556
794	0.4418796048
795	0.4418561499
796	0.4418348505
797	0.4418016451
798	0.4417802142
799	0.4417525836
800	0.4417249106
801	0.4416536761
802	0.4416305221
803	0.4416110926
804	0.4415621185
805	0.4415164106
806	0.4414813023
807	0.4414155176
808	0.4413841728
809	0.4413648564
810	0.4413296365
811	0.4412771579
812	0.4412552368
813	0.4412185816
814	0.4411718462
815	0.441139814
816	0.4411021154
817	0.4409944945
818	0.4409341989
819	0.4409146615
820	0.4408950938
821	0.4408710642
822	0.4408420531
823	0.4408165468
824	0.4407434594
825	0.4407023752
826	0.4406743423
827	0.4405935774
828	0.4405679594
829	0.4405404222
830	0.4405063665
831	0.4404713098
832	0.4404352786
833	0.4404082079
834	0.4403638901
835	0.4403250025
836	0.4402613728
837	0.4402400106
838	0.440222262
839	0.4401670721
840	0.4401502663
841	0.4401232875
842	0.4400778672
843	0.4400392624
844	0.4399839563
845	0.439951347
846	0.4399090856
847	0.4398721496
848	0.4398094332
849	0.4397914193
850	0.4397572786
851	0.4397320212
852	0.4396963249
853	0.4396598117
854	0.4396394631
855	0.4396223696
856	0.4395949915
857	0.4395626628
858	0.4395458998
859	0.4395155347
860	0.4394761117
861	0.4394442239
862	0.4394018808
863	0.4393767575
864	0.4393510823
865	0.4393078799
866	0.4392912007
867	0.4392633012
868	0.4392191806
869	0.4391700432
870	0.4391534814
871	0.4391059635
872	0.4390726594
873	0.4390113564
874	0.4389831215
875	0.4389670064
876	0.43893463
877	0.4389082878
878	0.4388760208
879	0.4388621142
880	0.4388416724
881	0.4388178187
882	0.4387697259
883	0.438731416
884	0.4386819028
885	0.4386294431
886	0.4386187816
887	0.4385989353
888	0.4385742972
889	0.4385506439
890	0.4385244799
891	0.438515358
892	0.4384867395
893	0.4384398977
894	0.4384180738
895	0.4383958236
896	0.43835711
897	0.4383406437
898	0.4382976503
899	0.4382691287
900	0.4382376511
901	0.4382279834
902	0.4382005143
903	0.4381641088
904	0.438120804
905	0.4381000049
906	0.4380892381
907	0.4380608138
908	0.4380073151
909	0.437993561
910	0.4379750201
911	0.4379500997
912	0.4379436895
913	0.4379025737
914	0.4378840844
915	0.4378592299
916	0.4378375427
917	0.4378256212
918	0.4378092969
919	0.4377781094
920	0.437726583
921	0.4376855926
922	0.4376560509
923	0.4376319603
924	0.4376175739
925	0.4376013128
926	0.4375807888
927	0.437540467
928	0.4374976846
929	0.4374577836
930	0.4374036619
931	0.4373850075
932	0.4373605558
933	0.4373191779
934	0.4372918967
935	0.4372789856
936	0.4372320255
937	0.4372007988
938	0.4371518228
939	0.4371291976
940	0.4370757425
941	0.4370321451
942	0.4369858797
943	0.4369496525
944	0.4369395786
945	0.436910651
946	0.4368975176
947	0.4368582956
948	0.436840285
949	0.4368100992
950	0.4367714086
951	0.4367221413
952	0.4366921438
953	0.4366615918
954	0.4365968523
955	0.4365832494
956	0.4365305942
957	0.4364714301
958	0.4364531952
959	0.4364311442
960	0.4364025358
961	0.4363487746
962	0.4363204538
963	0.4362944983
964	0.4362625984
965	0.4362198638
966	0.4362060311
967	0.4361837635
968	0.436164919
969	0.4361340902
970	0.4361042686
971	0.4360852458
972	0.4360677019
973	0.4360410565
974	0.4360113313
975	0.4359763796
976	0.4359499241
977	0.4359393048
978	0.4359286
979	0.4359072389
980	0.4358884354
981	0.4358572487
982	0.4358380909
983	0.4358017994
984	0.4357910261
985	0.435772214
986	0.4357243352
987	0.4356965688
988	0.4356806741
989	0.4356445069
990	0.4356222192
991	0.4355931581
992	0.4355779713
993	0.435553755
994	0.4355391912
995	0.4354899092
996	0.435449233
997	0.4354264225
998	0.4353971106
999	0.4353862055
